TID	ItemName	Level	SuitableLevelMin	SuitableLevelMax	Class	Race	Gender	Type	SubType	ExtraType	BoundType	EventItem	PCBang Only	Villain Only	GroupID	DropRate	DropRank	font color	Spirit Type	NPC Price	PC Price	Stack	Hand	Rank	DUR	MinSocket	MaxSocket	MinOption	MaxOption	ATK Range	ATK Speed	Physical_Min_Damage	Physical_Max_Damage	Magic_Min_Damage	Water_Min_Damage	Fire_Min_Damage	Earth_Min_Damage	Air_Min_Damage	Poison_Min_Damage	Ice_Min_Damage	Linghtning_Min_Damage	Magic_Max_Damage	Water_Max_Damage	Fire_Max_Damage	Earth_Max_Damage	Air_Max_Damage	Poison_Max_Damage	Ice_Max_Damage	Linghtning_Max_Damage	Physical_Defense_Point	Physical_ATKRate	Magic_ATKRate 	PDR	BlockRate	Magic_Defense_Point	Water_Defense_Point	Fire_Defense_Point	Earth_Defense_Point	Air_Defense_Point	Poison_Defense_Point	Ice_Defense_Point	Linghtning_Defense_Point	Magic_Defense_Rate	Water_Defense_Rate	Fire_Defense_Rate	Earth_Defense_Rate	Air_Defense_Rate	Poison_Defense_Rate	Ice_Defense_Rate	Linghtning_Defense_Rate	CON_Bonus_Point	STR_Bonus_Point	DEX_Bonus_Point	INT_Bonus_Point	Wis_Bonus_Point	Apply Effect Count	Apply Effect Time	Use Interval	HP	SP	MP	Rune Attribute	Use skill id	Use skill level	Polymorph Id	Polymorph Dur	FirstCategory	FirstCategoryName	SecondCategory	SecondCategoryName	PhysicalRank	Hp_Buff	Mp_Buff	Attack_Buff	Defense_Buff	Run_Buff	Cash	Destination	RemainTime	ExpireTime	classify_id	CanStopUsingItem	CashItemUseType	EnableOnRide	Buyer_Type	Using_Type	OptionTID	PotionType2	Link_id	Skill_plus	Gambling	QuestItem	Gacha_Type_Numer	GachaRank	StaminaCure	RemainPetStamina	GachaMinLv	GachaMaxLv	Item_section_num	Heroic_Min_Damage	Heroic_Max_Damage	Heroic_Defense_Point
5143	Dragon Emperor's Bracelets	83	77	88	4	1									7	100	3	11968874		88480	3687			3	59	2	2	1	3																					11	12																																				15	Unique Armor	154	Mage(Human)	15																			169;14;237;238;19	1		2	2			77	97				
5144	Dragon Emperor's Kilt	83	77	88	4	1									7	100	3	11968874		176960	7373			3	78	2	3	2	4																					18																																					15	Unique Armor	154	Mage(Human)	15																			171;172;174;167;25;164;173;165	1		2	2			77	97				
5145	Dragon Emperor's Boots	83	77	88	4	1									7	100	3	11968874		88480	3687			3	59	2	2	1	3																					11			12																																		15	Unique Armor	154	Mage(Human)	15																			73;70;212;211	1		2	2			77	97				
5264	Dragon Emperor's Headband	83	77	88	4	1									8	100	4	11427313		88480	3687			4	50			1	2																					14																																					17	Elite Armor	174	Mage(Human)	16																			351;352;355;354;353	1		2	3			77	97				
5265	Dragon Emperor's Garb	83	77	88	4	1									8	100	4	11427313		442400	18433			4	113	3	4	3	5																					32																																					17	Elite Armor	174	Mage(Human)	16																			11;13;23;20;12;16;17;18;15;21;22;24	1		2	3			77	97				
5266	Dragon Emperor's Bracelets	83	77	88	4	1									8	100	4	11427313		88480	3687			4	76	2	2	1	3																					17	18																																				17	Elite Armor	174	Mage(Human)	16																			169;14;237;238;19	1		2	3			77	97				
5267	Dragon Emperor's Kilt	83	77	88	4	1									8	100	4	11427313		176960	7373			4	101	2	3	2	4																					24																																					17	Elite Armor	174	Mage(Human)	16																			171;172;174;167;25;164;173;165	1		2	3			77	97				
5268	Dragon Emperor's Boots	83	77	88	4	1									8	100	4	11427313		88480	3687			4	76	2	2	1	3																					17			18																																		17	Elite Armor	174	Mage(Human)	16																			73;70;212;211	1		2	3			77	97				
5511	Final Disaster Headband	90	84	99	4	1									7	100	3	11968874		88480	3687			3	39			1	2																					9																																					15	Unique Armor	154	Mage(Human)	15																			351;352;355;354;353	1		2	2			84	99				
5512	Final Disaster Garb	90	84	99	4	1									7	100	3	11968874		442400	18433			3	88	3	4	3	5																					28																																					15	Unique Armor	154	Mage(Human)	15																			11;13;23;20;12;16;17;18;15;21;22;24	1		2	2			84	99				
5513	Final Disaster Bracelet	90	84	99	4	1									7	100	3	11968874		88480	3687			3	59	2	2	1	3																					12	13																																				15	Unique Armor	154	Mage(Human)	15																			169;14;237;238;19	1		2	2			84	99				
5514	Final Disaster Kilt	90	84	99	4	1									7	100	3	11968874		176960	7373			3	78	2	3	2	4																					20																																					15	Unique Armor	154	Mage(Human)	15																			171;172;174;167;25;164;173;165	1		2	2			84	99				
5515	Final Disaster Boot	90	84	99	4	1									7	100	3	11968874		88480	3687			3	59	2	2	1	3																					12			13																																		15	Unique Armor	154	Mage(Human)	15																			73;70;212;211	1		2	2			84	99				
5611	Final Disaster Headband	90	84	99	4	1									8	100	4	11427313		88480	3687			4	50			1	2																					15																																					17	Elite Armor	174	Mage(Human)	16																			351;352;355;354;353	1		2	3			84	99				
5612	Final Disaster Garb	90	84	99	4	1									8	100	4	11427313		442400	18433			4	113	3	4	3	5																					34																																					17	Elite Armor	174	Mage(Human)	16																			11;13;23;20;12;16;17;18;15;21;22;24	1		2	3			84	99				
5613	Final Disaster Bracelet	90	84	99	4	1									8	100	4	11427313		88480	3687			4	76	2	2	1	3																					18	19																																				17	Elite Armor	174	Mage(Human)	16																			169;14;237;238;19	1		2	3			84	99				
5614	Final Disaster Kilt	90	84	99	4	1									8	100	4	11427313		176960	7373			4	101	2	3	2	4																					26																																					17	Elite Armor	174	Mage(Human)	16																			171;172;174;167;25;164;173;165	1		2	3			84	99				
5615	Final Disaster Boot	90	84	99	4	1									8	100	4	11427313		88480	3687			4	76	2	2	1	3																					18			19																																		17	Elite Armor	174	Mage(Human)	16																			73;70;212;211	1		2	3			84	99				
7851	Earnest Heart Headband	97	86	99	4	1									7	100	3	11968874		88480	3687			3	39			1	2																					10																																					15	Unique Armor	154	Mage(Human)	15																			351;352;355;354;353	1		2	2			86	99				
7846	Earnest Heart Garb	97	86	99	4	1									7	100	3	11968874		442400	18433			3	88	3	4	3	5																					28																																					15	Unique Armor	154	Mage(Human)	15																			11;13;23;20;12;16;17;18;15;21;22;24	1		2	2			86	99				
7848	Earnest Heart Bracelets	97	86	99	4	1									7	100	3	11968874		88480	3687			3	59	2	2	1	3																					13	14																																				15	Unique Armor	154	Mage(Human)	15																			169;14;237;238;19	1		2	2			86	99				
7849	Earnest Heart Kilt	97	86	99	4	1									7	100	3	11968874		176960	7373			3	78	2	3	2	4																					22																																					15	Unique Armor	154	Mage(Human)	15																			171;172;174;167;25;164;173;165	1		2	2			86	99				
7850	Earnest Heart Boots	97	86	99	4	1									7	100	3	11968874		88480	3687			3	59	2	2	1	3																					13			14																																		15	Unique Armor	154	Mage(Human)	15																			73;70;212;211	1		2	2			86	99				
9514	Earnest Heart Headband	97	91	99	4	1									8	100	4	11427313		88480	3687			4	50			1	2																					16																																					17	Elite Armor	174	Mage(Human)	16																			351;352;355;354;353	1		2	3			86	99				
9510	Earnest Heart Garb	97	91	99	4	1									8	100	4	11427313		442400	18433			4	113	3	4	3	5																					34																																					17	Elite Armor	174	Mage(Human)	16																			11;13;23;20;12;16;17;18;15;21;22;24	1		2	3			86	99				
9511	Earnest Heart Bracelets	97	91	99	4	1									8	100	4	11427313		88480	3687			4	76	2	2	1	3																					19	20																																				17	Elite Armor	174	Mage(Human)	16																			169;14;237;238;19	1		2	3			86	99				
9512	Earnest Heart Kilt	97	91	99	4	1									8	100	4	11427313		176960	7373			4	101	2	3	2	4																					28																																					17	Elite Armor	174	Mage(Human)	16																			171;172;174;167;25;164;173;165	1		2	3			86	99				
9513	Earnest Heart Boots	97	91	99	4	1									8	100	4	11427313		88480	3687			4	76	2	2	1	3																					19			20																																		17	Elite Armor	174	Mage(Human)	16																			73;70;212;211	1		2	3			86	99				
172	Fighter Cuirass	2	1	7	1	2									5	400	1			30	5			1	63	1	4	2	4																					4																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
175	Fighter Bracers	2	1	7	1	2									5	400	1			13	5			1	42	1	2	1	2																					2																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
176	Fighter Tassets	2	1	7	1	2									5	400	1			15	5			1	56	1	3	1	3																					3																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
177	Fighter Boots	2	1	7	1	2									5	400	1			13	5			1	42	1	2	1	2																					2																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
366	Powergrinder Armor	7	1	12	1	2									6	400	1	16777040		288	12			2	76	2	4	3	5																					9																																					13	Rare Armor	135	Berserker(Orc)	9																				1		2	1			1	13				
369	Powergrinder Bracers	7	1	12	1	2									6	400	1	16777040		96	10			2	50	2	2	1	3																					4	1																																				13	Rare Armor	135	Berserker(Orc)	9																				1		2	1			1	13				
370	Powergrinder Greaves	7	1	12	1	2									6	400	1	16777040		96	10			2	67	2	3	2	4																					7																																					13	Rare Armor	135	Berserker(Orc)	9																				1		2	1			1	13				
371	Powergrinder Boots	7	1	12	1	2									6	400	1	16777040		96	10			2	50	2	2	1	3																					4			1																																		13	Rare Armor	135	Berserker(Orc)	9																				1		2	1			1	13				
178	Militia Armor	12	6	17	1	2									5	400	1			1680	70			1	63	1	4	2	4																					6																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
181	Militia Bracers	12	6	17	1	2									5	400	1			320	13			1	42	1	2	1	2																					3																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
182	Militia Greave	12	6	17	1	2									5	400	1			640	27			1	56	1	3	1	3																					5																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
183	Militia Boots	12	6	17	1	2									5	400	1			320	13			1	42	1	2	1	2																					3																																					11	Normal Armor	115	Berserker(Orc)	8																				1		2									
360	Assault Cuirass	15	9	20	1	2									6	300	2	16777040		2016	84			2	76	2	4	3	5																					11																																					13	Rare Armor	135	Berserker(Orc)	10																				1		2	1			9	21				
363	Assault Bracers	15	9	20	1	2									6	300	2	16777040		384	16			2	50	2	2	1	3																					5	2																																				13	Rare Armor	135	Berserker(Orc)	10																				1		2	1			9	21				
364	Assault Tassets	15	9	20	1	2									6	300	2	16777040		768	32			2	67	2	3	2	4																					8																																					13	Rare Armor	135	Berserker(Orc)	10																				1		2	1			9	21				
365	Assault Boots	15	9	20	1	2									6	300	2	16777040		384	16			2	50	2	2	1	3																					5			2																																		13	Rare Armor	135	Berserker(Orc)	10																				1		2	1			9	21				
2205	Warbreaker Armor	15	9	20	1	2									7	100	3	11968874		2352	98			3	88	3	4	3	5																					14																																					15	Unique Armor	155	Berserker(Orc)	11																			1;57;7;49;223;224;225;226;126;128;3;75	1		2	2			9	21				
2207	Warbreaker Gauntlets	15	9	20	1	2									7	100	3	11968874		448	19			3	59	2	2	1	3																					6	4																																				15	Unique Armor	155	Berserker(Orc)	11																			4;10;131;132;133;134;135;228	1		2	2			9	21				
2208	Warbreaker Greaves	15	9	20	1	2									7	100	3	11968874		896	37			3	78	2	3	2	4																					10																																					15	Unique Armor	155	Berserker(Orc)	11																			127;136;9;144;200;142;143;137	1		2	2			9	21				
2209	Warbreaker Boots	15	9	20	1	2									7	100	3	11968874		448	19			3	59	2	2	1	3																					6			4																																		15	Unique Armor	155	Berserker(Orc)	11																			59;60;61;74	1		2	2			9	21				
4200	Warbreaker Armor	15	9	20	1	2									8	100	4	11427313		2352	98			4	113	3	4	3	5																					20																																					17	Elite Armor	175	Berserker(Orc)	12																			1;57;7;49;223;224;225;226;126;128;3;75	1		2	3			9	21				
4201	Warbreaker Gauntlets	15	9	20	1	2									8	100	4	11427313		448	19			4	76	2	2	1	3																					12	10																																				17	Elite Armor	175	Berserker(Orc)	12																			4;10;131;132;133;134;135;228	1		2	3			9	21				
4202	Warbreaker Greaves	15	9	20	1	2									8	100	4	11427313		896	37			4	101	2	3	2	4																					16																																					17	Elite Armor	175	Berserker(Orc)	12																			127;136;9;144;200;142;143;137	1		2	3			9	21				
4203	Warbreaker Boots	15	9	20	1	2									8	100	4	11427313		448	19			4	76	2	2	1	3																					12			10																																		17	Elite Armor	175	Berserker(Orc)	12																			59;60;61;74	1		2	3			9	21				
184	Steelcrusher Armor	21	15	26	1	2									5	400	1			4400	183			1	63	1	4	2	4																					8																																					11	Normal Armor	115	Berserker(Orc)	9																				1		2									
187	Steelcrusher Bracers	21	15	26	1	2									5	400	1			880	37			1	42	1	2	1	2																					4																																					11	Normal Armor	115	Berserker(Orc)	9																				1		2									
188	Steelcrusher Greaves	21	15	26	1	2									5	400	1			1760	73			1	56	1	3	1	3																					6																																					11	Normal Armor	115	Berserker(Orc)	9																				1		2									
189	Steelcrusher Boots	21	15	26	1	2									5	400	1			880	37			1	42	1	2	1	2																					4																																					11	Normal Armor	115	Berserker(Orc)	9																				1		2									
2101	Pain Ensemble Armor	26	20	31	1	2									6	300	2	16777040		5280	220			2	76	2	4	3	5																					14																																					13	Rare Armor	135	Berserker(Orc)	11																				1		2	1			20	32				
2103	Pain Ensemble Bracers	26	20	31	1	2									6	300	2	16777040		1056	44			2	50	2	2	1	3																					6	3																																				13	Rare Armor	135	Berserker(Orc)	11																				1		2	1			20	32				
2104	Pain Ensemble Greaves	26	20	31	1	2									6	300	2	16777040		2112	88			2	67	2	3	2	4																					10																																					13	Rare Armor	135	Berserker(Orc)	11																				1		2	1			20	32				
