TID	NAME	UseNormalAttack	HateRace	HateRacePercent	HateClass	HateClassPercent	HateAction	HateActionPercent	FellowWorkerTID	FellowWorkerName	FellowWorkerRange	FellowWorkerAcceptCount	FellowWorkerRefreshTime	FollowerTID	FollowerName	FollowerNUM	Max_CumulativeFollower	Min_UpkeepFollower	FollowerRoyalty	Skill1	Skill2	Skill3	Skill4	Skill5	Item1	Item2	Item3	Item4	Item5	Guard	PreemptiveType	PreemptiveCondition1	PreemptiveCondition2	PreemptiveCondition3	PreemptiveRange	Immunity	ImmunPercent	Attribute	SummonTID	SummonMaxCount
8100	에리니에스 나이트	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																																LV								
																																60								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
7890	에리니에스 마법사	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																																LV								
																																60								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8110	에리니에스 지휘관	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>공기정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																				194												LV								
																				4												60								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6550	하위 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																																LV								
																																60								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8220	리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																																LV								
																																60								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8190	기사 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																																LV								
																																60								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8200	상위 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																																LV								
																																60								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
8210	귀족 리치	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	<MOB>마법정령스킬	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																				192												LV								
																				5												60								
																				HP												이상								
																				0												금지								
																				이상																				
																				0																				
																				시간																				
																				5																				
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
6420	하위 프리지 본드맨	1	인간	120	전사	120	null	null	null	null	null	null	60	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1	타겟	null	null	5	null	null	null	null	null
																																LV								
																																60								
																																이상								
																																금지								
																																								
																																								
																																								
																																								
