ID	tname	npcid list	npc name list	°øÅëÈ®·ü	°øÅë´ë»ç	¸»Ç³¼± ´ë»ç	Min_Time	Max_Time	¾Ç´ç 1´Ü°è ´ë»çÈ®·ü	¾Ç´ç 1´Ü°è ´ë»ç	¾Ç´ç 2´Ü°è ´ë»çÈ®·ü	¾Ç´ç 2´Ü°è ´ë»ç	¾Ç´ç 3´Ü°è ´ë»çÈ®·ü	¾Ç´ç 3´Ü°è ´ë»ç
					Well, you don't look like you have much in those pockets. But if you want, I'll store your items for you. You can't trust me? Who do you plan on trusting in this city besides me? Other travelers are after your money. Do you want to have your money stolen? If not, then leave it with me. I'll take good care of it.									
					A piece of dry bread is my usual meal. I hang a piece of dried deer meat above my head and look at each time I take a bite of the bread. It's too good to eat. Just looking at it is enough to make me hungry. I'll never become rich unless I'm this frugal.									
					Some think I steal traveler's money, but that's not so. I'm simply investing the money that I was asked to keep safe by them. Ignorant Orcs may not understand, but it's the best way for me to increase my wealth. Hey, has a traveler ever opened my safe and found their money is missing?									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
89	<Blacksmith> Dill Hammerfall		<Blacksmith> Dill Hammerfall	100	I'm Dil Hammerfall, a blacksmith.  Won't you leave your equipment with me? Your armor and weapon will become strong and sturdy on my holy anvil. Of course, it'll cost you some money. But think about what you'll get and that should change your mind.				100	You're... here... to fix... your weapon.... I... really... don't want to... help. But if... you... pay... I don't... really... want to... help....	100	Hmm... What do you want... from me...? I can't do anything... for you... so just... leave....	100	Hmm... What do you want... from me...? I can't do anything... for you... so just... leave....
					I'll work with and strengthen any item you want... it doesn't matter if it a pitchfork, I can make it better. But, then again, what would you do with a pitchfork with an Elemental Stone of Fire on it? Do you plan to poke the hay and set is on fire, or what? Errr.... so as I was saying, I can upgrade any item you want.									
					Training is needed for both warriors and sorcerers. Whatever your job, you need to train yourself to increase your abilities. I trained a lot when I was young and I have wounds all over my body. But, I have no regrets...... I got good results. But I still have a long way...									
					No compliment is better than a satisfied customer. But even if I did fail to strengthen their item, the complaints aren't what bother me. People don't seem to realize that success and failure lie not only in the equipment, but also in the abilities of the owner.									
-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
90	<Guild Registrar> Runping		<Guild Registrar> Runping	100	I'm Runping, a guild registrar. Ehem. How dare you look at me like that? Everything about the travelers in this city is reported to me. But since I have nothing on you...... You must not be that important. So, why did you come here?				100	I'm Runping, a guild registrar. Ehem. How dare you look at me like that? Everything about the travelers in this city is reported to me. But since I have nothing on you...... You must not be that important. So, why did you come here?	100	I'm Runping, a guild registrar. Ehem. How dare you look at me like that? Everything about the travelers in this city is reported to me. But since I have nothing on you...... You must not be that important. So, why did you come here?	100	I'm Runping, a guild registrar. Ehem. How dare you look at me like that? Everything about the travelers in this city is reported to me. But since I have nothing on you...... You must not be that important. So, why did you come here?
					What does my name mean? What does your name mean? Do you think we're close enough for you to ask me that? If you want to learn something, why don't you actively participate in a guild? Are you already part of one? Or do you plan to withdraw? Say something, will you?					What does my name mean? What does your name mean? Do you think we're close enough for you to ask me that? If you want to learn something, why don't you actively participate in a guild? Are you already part of one? Or do you plan to withdraw? Say something, will you?		What does my name mean? What does your name mean? Do you think we're close enough for you to ask me that? If you want to learn something, why don't you actively participate in a guild? Are you already part of one? Or do you plan to withdraw? Say something, will you?		What does my name mean? What does your name mean? Do you think we're close enough for you to ask me that? If you want to learn something, why don't you actively participate in a guild? Are you already part of one? Or do you plan to withdraw? Say something, will you?
					I don't know if you know, but I used to be quite an influential government official in this city. But a half a year ago, I was fired because I wasn't properly supervising my soldiers when the monsters attacked. I'll get my job back soon. Until then, I'd like for you to join a guild. The more guilds there are, the better my reputation. Haha!					I don't know if you know, but I used to be quite an influential government official in this city. But a half a year ago, I was fired because I wasn't properly supervising my soldiers when the monsters attacked. I'll get my job back soon. Until then, I'd like for you to join a guild. The more guilds there are, the better my reputation. Haha!		I don't know if you know, but I used to be quite an influential government official in this city. But a half a year ago, I was fired because I wasn't properly supervising my soldiers when the monsters attacked. I'll get my job back soon. Until then, I'd like for you to join a guild. The more guilds there are, the better my reputation. Haha!		I don't know if you know, but I used to be quite an influential government official in this city. But a half a year ago, I was fired because I wasn't properly supervising my soldiers when the monsters attacked. I'll get my job back soon. Until then, I'd like for you to join a guild. The more guilds there are, the better my reputation. Haha!
